ID,SoundLabel,BGM1,BGM2,BGM3,BGM4,BGM5,InSoundTest,byte2,byte3,byte4,InRegionJPN,InRegionEUUS,SoundSource,SoundMixType,IconID,SoundTestBackImageBehavior,AssociatedFighters,SoundTestOrder,StageCreationOrder,StageCreationGroup,short17
1153,SOUNDW1,MLPJ_BigBang,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1154,SOUNDW2,MMX_SpikeManDrill,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rockman,CharacterRandom,,999,999,rockman,0
1155,SOUNDW3,MMX_StormEagle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rockman,CharacterRandom,,999,999,rockman,0
1156,SOUNDW4,mod_Bayo_The_Greatest_Jubilee,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,bayonetta,CharacterRandom,,999,999,bayonetta,0
1157,SOUNDW5,mod_Bayo2_Lets_Dance_Boys!_(2nd_Climax_Ver.),,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,bayonetta,CharacterRandom,,999,999,bayonetta,0
1159,SOUNDW7,mod_DQ8_Dormaguez,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1160,SOUNDW8,mod_DQ8_Great_Battle_in_the_Vast_Sky,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1161,SOUNDW9,mod_EB_Porky_Means_Business,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mother,CharacterRandom,,999,999,mother,0
1162,SOUNDWA,mod_FF7_Judgement_Day,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1163,SOUNDWB,mod_FF9_Festival_of_the_Hunt_(Hunters_Chance),,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1164,SOUNDWC,mod_FF10HD_Battle_Theme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1165,SOUNDWD,mod_FF13_Sabers_Edge,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1166,SOUNDWE,mod_FF13-2_Etros_Champion,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1167,SOUNDWF,mod_FF13-2_The_Last_Hunter,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1168,SOUNDWG,mod_FF13LR_Savior_of_Souls,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1169,SOUNDWH,mod_HW_Eclipse_of_the_Moon_(GT),,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1170,SOUNDWI,mod_HW_Hyrule_Field_1st,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1171,SOUNDWJ,mod_HWL_Linkle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1172,SOUNDWK,mod_HWL_Title_&_Dragon_WW,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1173,SOUNDWL,mod_KIU_Boss_Fight_2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,palutena,CharacterRandom,,999,999,palutena,0
1174,SOUNDWM,mod_KIU_Dark_Pit,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,palutena,CharacterRandom,,999,999,palutena,0
1175,SOUNDWN,mod_MK8_Bowsers_Castle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1176,SOUNDWO,mod_MK8_Shy_Guy_Falls,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1177,SOUNDWP,mod_MK8_Toad Harbor,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1178,SOUNDWQ,mod_PkkT_Dark_Colosseum,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1179,SOUNDWR,mod_PkkT_Diggersby_Land,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1180,SOUNDWS,mod_PkkT_Magikarp_Festival,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1181,SOUNDWT,mod_PkkT_Tellur_Town,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1182,SOUNDWU,mod_Pkmn_XY_Battle_Lyssandre,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1183,SOUNDWV,mod_PkmnBR_Crystal_Colosseum,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1184,SOUNDWW,mod_PkmnBR_Final_Battle_Theme_Mysterials_Theme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1185,SOUNDWX,mod_PkmnBW_Battle_Team_Plasma,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1186,SOUNDWY,mod_PkmnClssm_Normal_Battle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1187,SOUNDWZ,mod_PkmnMDGTI_Outlaw,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1188,SOUNDX0,mod_PkmnORAS_Battle_Lorekeeper_Zinnia,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1189,SOUNDX1,mod_PkmnPl_Battle_Giratina,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1190,SOUNDX2,mod_PpM_King_of_the_Koopas,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1191,SOUNDX3,mod_PpMSS_Normal_Battle_Theme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1192,SOUNDX4,mod_SMSun_Secret_Course,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1193,SOUNDX5,mod_So06_Boss_Solaris_Phase_2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1194,SOUNDX6,mod_So06_Crisis_City_(Whirlwind),,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1195,SOUNDX7,mod_SoBK_Misty_Lake,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1196,SOUNDX8,mod_SoC_Aquarium_Park_Act_1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1197,SOUNDX9,mod_SoC_Tropical_Resort_Act_1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1198,SOUNDXA,mod_SoC_vs_Nega-Wisp_Armor_Phase_2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1199,SOUNDXB,mod_SoH_Seaside_Hill,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1200,SOUNDXC,mod_SoH_What_Im_Made_Of,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1201,SOUNDXD,mod_SoLW_The_Deadly_Six,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1202,SOUNDXE,mod_SoRnn_Beyond_The_Speed_Of,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1203,SOUNDXF,mod_SoRnn_Fly_Away,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1204,SOUNDXG,mod_SoRnn_Theory_Of_Attack,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1205,SOUNDXH,mod_SoRu_Wrapped_In_Black,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1206,SOUNDXI,mod_SoRv2_Race_to_Win,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1207,SOUNDXJ,mod_SoShad_Never_Turn_Back,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1208,SOUNDXK,mod_SoUn_Cool_Edge_(Day),,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1209,SOUNDXL,mod_SoUn_Jungle_Joyride_(Day),,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1210,SOUNDXM,mod_XnX_46-ri9_(Night),,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,xenoblade,CharacterRandom,,999,999,xenoblade,0
1211,SOUNDXN,mod_XnX_NO.EX01,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1212,SOUNDXO,Moldarach,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1213,SOUNDXP,Motley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1214,SOUNDXQ,NatureArea,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,,999,999,kirby,0
1215,SOUNDXR,NKCyborg,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mother,CharacterRandom,,999,999,mother,0
1216,SOUNDXS,OnlineWaiting,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1217,SOUNDXT,ORAS_BattleBrendanMay,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1218,SOUNDXU,ORAS_BattleChampion,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1219,SOUNDXV,ORAS_BattleFrontierBrain,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1220,SOUNDXW,Otherworld,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1221,SOUNDXX,Outset,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1222,SOUNDXY,PACMANMED,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pacman,CharacterRandom,,999,999,pacman,0
1223,SOUNDXZ,PalaceTwilight,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1224,SOUNDY0,PalmtreeGrove,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,CharacterRandom,,999,999,donkeykong,0
1225,SOUNDY1,PerfectDarkGaia,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1226,SOUNDY2,Perplexed,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1227,SOUNDY3,Persona4_Almighty,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1228,SOUNDY4,Persona4_Myself,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1229,SOUNDY5,Persona4_ReachTruth,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1230,SOUNDY6,PersonaArena_Amagi,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1231,SOUNDY7,PersonaArena_Heartful,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1232,SOUNDY8,PersonaArena_LikeTheDragon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1233,SOUNDY9,PersonaArena_SpiritedGirl,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1234,SOUNDYA,PersonaArena_Ultimate,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1235,SOUNDYB,PersonaDancing,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1236,SOUNDYC,PersonaUltimax_SophisticatedAttendant,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1237,SOUNDYD,PhantomRoad,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,,999,999,fzero,0
1238,SOUNDYE,PKDV_GiovanniRemix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,,999,999,pokemon,0
1239,SOUNDYF,PlanetWispModern,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1240,SOUNDYG,PMD2_PalkiasOnslaught,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,,999,999,pokemon,0
1241,SOUNDYH,PMTTYD_Bowser,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1242,SOUNDYI,PMTTYD_Dooplis,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1243,SOUNDYJ,PMTTYD_ShadowQueen2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1244,SOUNDYK,PowerfulEmerges,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1245,SOUNDYL,PowerfulVoice,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1246,SOUNDYM,PressingPressure,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1247,SOUNDYN,PulseDe,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1248,SOUNDYO,PumpkinHill,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1249,SOUNDYP,PuppetSnake,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1250,SOUNDYQ,RainbowCastle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1251,SOUNDYR,RainbowSMK,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1252,SOUNDYS,Raincloud,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1253,SOUNDYT,RaiseThy,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1254,SOUNDYU,RemnantTwilightHW,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1255,SOUNDYV,RevengeEnemy,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,,999,999,kirby,0
1256,SOUNDYW,RH1_Remix1Fever,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1257,SOUNDYX,RH1_Remix4Fever,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1258,SOUNDYY,RH1_Remix10Fever,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1259,SOUNDYZ,RH2_Batter,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1260,SOUNDZ0,RH2_KarateManKimishi,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1261,SOUNDZ1,RH2_KarateManKmishi2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1262,SOUNDZ2,RH2_MenuFever,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1263,SOUNDZ3,Rh2_Ringside,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1264,SOUNDZ4,RH2_TapDanceGBAF,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1265,SOUNDZ5,RH2_TrainingSamu,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1266,SOUNDZ6,RockStar,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,,999,999,kirby,0
1267,SOUNDZ7,RoudyCharge,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,,999,999,kirby,0
1268,SOUNDZ8,RoundMiracles,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1269,SOUNDZ9,SacredGrove,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,,999,999,zelda,0
1270,SOUNDZA,Sargasso,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,starfox,CharacterRandom,,999,999,starfox,0
1271,SOUNDZB,ScorchTorch,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,CharacterRandom,,999,999,donkeykong,0
1272,SOUNDZC,Seesaw,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rhythm,CharacterRandom,,999,999,rhythm,0
1273,SOUNDZD,SeymourX,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1274,SOUNDZE,SH2_AquaticRuin,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,sonic,CharacterRandom,,999,999,sonic,0
1275,SOUNDZF,SH2_Casino,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,,999,999,sonic,0
1276,SOUNDZG,SH2_EmeraldHillZone,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,sonic,CharacterRandom,,999,999,sonic,0
1277,SOUNDZH,SH2_MysticCaveZone,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,sonic,CharacterRandom,,999,999,sonic,0
1278,SOUNDZI,ShadowMario,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1279,SOUNDZJ,ShovelWizard,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,etc,CharacterRandom,,999,999,etc,0
1280,SOUNDZK,ShowdownTower,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,CharacterRandom,,999,999,donkeykong,0
1281,SOUNDZL,ShuffleBoggie,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,CharacterRandom,,999,999,finalfantasy,0
1282,SOUNDZM,Sigma2nd,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rockman,CharacterRandom,,999,999,rockman,0
1283,SOUNDZN,SillyEvent,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,etc,CharacterRandom,,999,999,etc,0
1284,SOUNDZO,Simple1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,starfox,CharacterRandom,,999,999,starfox,0
1285,SOUNDZP,Simple2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,starfox,CharacterRandom,,999,999,starfox,0
1286,SOUNDZQ,SkyHigh,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,,999,999,kirby,0
1287,SOUNDZR,Skyscraper,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1288,SOUNDZS,SkySea,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1289,SOUNDZT,SM_InYourPrime,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,,999,999,metroid,0
1290,SOUNDZU,SM_SpikesAreEverywhere,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,,999,999,metroid,0
1291,SOUNDZV,SM3DL_FinalBowserBoss,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1292,SOUNDZW,SM3DL_SkyPanel,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1293,SOUNDZX,SM3DW_BowsersHighwayShowdown,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1294,SOUNDZY,SM3DW_BowsersLavaLakeKeep,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1295,SOUNDZZ,SM3DW_ChainlinkCharge,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1296,SOUND100,SM3DW_SimmeringLavalake,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,metroid,0
1297,SOUND101,SM3DW_TheBulletBillExpress,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
1298,SOUND102,SM64_AlternateRoute,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
1299,SOUND103,SM64_KoopaThemeRmx,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
1300,SOUND104,SMB3_HammerRemix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,,999,999,mario,0
1302,SOUND106,SMBTetris,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,,999,999,mario,0
