BGMID,Title,unk1,unk2,unk3,unk4,MenuCheckPoint1,MenuCheckPoint2,MenuCheckPoint3,MenuCheckPoint4,LoopStartTime,LoopEndTime,LoopStartSample,LoopEndSample,StreamTotalDuration,StreamTotalSamples
1781,R67_RMX_Remix2_Title,0,114421,400,-1,-1,-1,-1,-1,3075,115077,147616,5523587,115087,5524064
1782,S01_RM2_Medley,1,12179,400,-1,-1,-1,-1,-1,8807,119154,422744,5719279,119154,5719280
1783,S02_RM2_AirMan_Stage,1,14096,400,-1,-1,-1,-1,-1,10224,122566,490728,5883051,122576,5883528
1784,S03_RM3_SparkMan_Stage,1,19836,400,-1,-1,-1,-1,-1,12678,126446,608524,6069279,126456,6069756
1785,S04_RM2_OriginalMedley,1,4149,400,-1,-1,-1,-1,-1,0,195892,0,9402623,195902,9403100
1786,S05_RM_CutMan_Stage,1,14833,400,-1,-1,-1,-1,-1,3056,122169,146664,5863983,122179,5864460
1787,S06_RM2_QuickMan_Stage,1,5738,400,-1,-1,-1,-1,-1,3205,121608,153860,5837047,121618,5837524
1788,S07_RM3_ShadowMan_Stage,1,6749,400,-1,-1,-1,-1,-1,2981,98397,143108,4723075,98407,4723534
1789,S08_RM_OriginalMedley,1,13492,400,-1,-1,-1,-1,-1,7375,124015,354004,5952603,124025,5953080
1790,S09_RM3_OriginalMedley,1,6557,400,-1,-1,-1,-1,-1,0,124593,0,5980351,124603,5980828
1791,S10_RM4_6_OriginalMedley,1,3399,400,-1,-1,-1,-1,-1,0,116953,0,5613635,116963,5614112
1792,T01_SB_StaffRoll,0,80932,400,-1,-1,-1,-1,-1,3687,81530,176960,3913335,81533,3913504
1793,T06_SPR_KongoJungle,1,2599,400,32277,-1,-1,-1,-1,0,142897,0,6858935,142986,6863164
1794,T07_SB_StaffRoll,0,120349,400,-1,-1,-1,-1,-1,20962,132511,1006152,6360507,132521,6360984
1795,U01_SNC_GreenHillZone,2,21368,400,-1,-1,-1,-1,-1,14624,53065,701932,2547047,53108,2549120
1796,U04_SNC3_AngelIslandZone,0,130709,400,-1,-1,-1,-1,-1,12003,136292,576128,6541863,136321,6543292
1797,U08_SADV_OpenYourHeart,0,140136,400,5784,-1,-1,-1,-1,18406,147191,883456,7065043,148083,7107828
1798,U09_SADV2_LiveAndLearn,1,7243,400,2275,-1,-1,-1,-1,4359,118755,209216,5700099,121373,5825792
1799,U10_SHRS_SonicHeroes,0,122865,400,-1,-1,-1,-1,-1,12725,129535,610764,6217567,129563,6218912
1800,U11_SRSH_RightThereRideOn,1,40367,400,-1,-1,-1,-1,-1,34076,152596,1635592,7324463,153045,7346024
1801,U12_SNC06_HisWorld_Instrumental,1,12789,400,-1,-1,-1,-1,-1,10788,79549,517804,3818275,79649,3823092
1802,U13_SRNG_SevenRingsInHand,1,28129,400,-1,-1,-1,-1,-1,22412,138722,1075760,6658539,138773,6660948
1803,V01_PAC_PacMan,0,119920,180,14808,-1,-1,-1,-1,5985,123877,287252,5945995,123877,5945996
1804,V02_PAC_PacMan_ClubMix,0,115416,400,-1,-1,-1,-1,-1,8418,117874,404068,5657819,117884,5658296
1805,V03_MNA_PacMansPark_BlockTown,1,9939,400,-1,-1,-1,-1,-1,5562,114529,266980,5497295,114539,5497772
1806,W01_SMB_PeachJyou,1,19711,400,-1,-1,-1,-1,-1,18666,85309,895972,4094747,85319,4095224
1807,W02_SM64_RainbowCruise,1,8125,400,-1,-1,-1,-1,-1,2330,81989,111860,3935455,81999,3935932
1808,W04_MR_BrinstarShinbu,1,5966,400,-1,-1,-1,-1,-1,3164,135710,151872,6513947,135720,6514424
1809,W05_WLD_YosterTou,1,19059,400,-1,-1,-1,-1,-1,13633,86190,654388,4137055,86200,4137532
1810,W07_KBY_GreenGreens,1,14337,400,-1,-1,-1,-1,-1,8388,94266,402640,4524771,94276,4525248
1811,W08_SFX_Cornelia,1,68456,400,-1,-1,-1,-1,-1,21040,75123,1009876,3605839,75133,3606316
1812,W09_PM_PokemonStadium,1,23820,400,593,-1,-1,-1,-1,22706,105609,1089844,5069119,105619,5069596
1813,W10_PM_PokemonAkuukan,1,11998,400,-1,-1,-1,-1,-1,8002,139033,384104,6673435,139043,6673912
1814,W11_FZR_BigBlue,1,10618,400,-1,-1,-1,-1,-1,4358,116647,209160,5598935,116657,5599412
1815,W12_MTR_Onet,1,14974,400,-1,-1,-1,-1,-1,6637,112913,318584,5419735,112923,5420212
1816,W13_ICE_IcicleMountain,0,112864,400,-1,-1,-1,-1,-1,25429,119533,1220548,5737479,119543,5737956
1817,W14_GW_FlatZone,1,14652,400,6473,-1,-1,-1,-1,7334,106892,352044,5130691,106902,5131196
1818,W15_SMB3_SuperMario3,1,11765,400,-1,-1,-1,-1,-1,9235,101544,443268,4874015,101554,4874492
1819,W16_KG_PekemonStadiumKinGin,0,89387,400,-1,-1,-1,-1,-1,12064,97399,579068,4675047,97409,4675524
1820,W17_FEM_FireEmblem,1,7984,400,-1,-1,-1,-1,-1,723,115260,34720,5532379,115270,5532856
1821,W18_MRD_MachRider,1,22877,400,-1,-1,-1,-1,-1,20006,129546,960260,6218099,129556,6218576
1822,W19_MTR_Pollyanna,1,24199,400,373,-1,-1,-1,-1,16100,106563,772800,5114899,106573,5115376
1823,W20_DRM_DrMario,2,10901,400,-1,-1,-1,-1,-1,10250,74860,491988,3593183,74869,3593660
1824,W24_LNK_Shinden,1,40398,400,-1,-1,-1,-1,-1,35695,100010,1713320,4800375,100020,4800852
1825,W25_SBDX_Shuuten,1,11585,400,81,-1,-1,-1,-1,6619,90618,317688,4349687,90628,4350164
1826,W26_DK64_MonkyRap,1,23770,400,-1,-1,-1,-1,-1,20176,117920,968408,5660059,117930,5660536
1827,W27_MR_Brinstar,0,94142,400,-1,-1,-1,-1,-1,14279,100681,685356,4832603,100691,4833080
1829,W29_FZR_Mutecity,1,14823,400,-1,-1,-1,-1,-1,9957,103449,477904,4965463,103459,4965940
1830,W30_SBDX_Menu,2,5793,400,-1,-1,-1,-1,-1,3116,52951,149576,2541587,52961,2542064
1831,W31_SBDX_GigaKoopa,1,11991,400,330,-1,-1,-1,-1,6892,91977,330792,4414815,91987,4415292
1832,W33_SBDX_Menu2,2,15214,400,1121,12702,38084,-1,-1,8134,63509,390432,3048387,63519,3048864
1833,W34_SBDX_Menu,1,17933,400,-1,-1,-1,-1,-1,17069,107079,819280,5139679,107161,5143628
1834,W35_SBDX_Menu_ver2,1,20301,400,-1,-1,-1,-1,-1,15573,132411,747488,6355607,132421,6356084
1835,W36_ZLD_GreatBay,0,105485,400,-1,-1,-1,-1,-1,40179,106391,1928528,5106667,106401,5107144
1836,W37_STR_YoshiStory,1,9897,400,-1,-1,-1,-1,-1,8474,112946,406728,5421303,112956,5421780
1838,W39_SBDX_HyakuninKumite2,0,90528,400,-1,-1,-1,-1,-1,7812,92310,374948,4430803,92320,4431280
1839,W40_SBDX_MetalBattle,1,9351,400,1529,-1,-1,-1,-1,4820,56001,231336,2688055,56011,2688532
1840,W41_SBDX_FigureMeikan,0,92688,400,-1,-1,-1,-1,-1,8909,94250,427616,4523903,94260,4524380
1841,Z05_F_Yoshi,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8133,390387
1842,W28_SFX_WakuseiVenom,1,16555,400,-1,-1,-1,-1,-1,9635,110484,462448,5303143,110494,5303620
1843,A37_MKT8_SkyGarden,0,122900,5,-1,-1,-1,-1,-1,0,123000,0,5903999,123000,5904000
1844,CRS27_MasterFortress01,0,115641,400,-1,-1,-1,-1,-1,9233,122312,443184,5870871,122322,5871348
1845,CRS28_MasterFortress02,0,151832,400,-1,-1,-1,-1,-1,8890,155559,426692,7466675,155569,7467152
1846,CRS29_Simple_Map_WiiU,2,3392,400,-1,-1,-1,-1,-1,2216,22228,106372,1066883,22238,1067360
1847,CRS33_World_Map_5Turns,2,10003,400,-1,-1,-1,-1,-1,5790,53510,277900,2568411,53520,2568888
1848,CRS37_Tournament_Table_Watching,1,69731,400,-1,-1,-1,-1,-1,48763,103628,2340576,4974031,103638,4974508
1849,CRS39_Order_MasterSide,2,42087,400,-1,-1,-1,-1,-1,3754,45421,180180,2180163,45431,2180640
1850,CRS40_Order_CrazySide,2,41665,400,-1,-1,-1,-1,-1,5000,45000,240016,2160015,45010,2160480
1851,CRS41_Order_CrazySide_Success,1,36881,400,-1,-1,-1,-1,-1,6879,40213,330204,1930179,40223,1930656
1852,CRS42_Order_Reward_Get,1,15902,400,-1,-1,-1,-1,-1,12589,25831,604268,1239839,25841,1240316
1853,E08_KNY_KeitoNoYoshi,1,12842,400,-1,-1,-1,-1,-1,6342,109759,304416,5268311,109759,5268312
1854,R02_PictoChat,0,66098,400,-1,-1,-1,-1,-1,2612,66961,125384,3214063,67096,3220560
1855,R36_XBD_ArrangeMedley,1,9236,400,-1,-1,-1,-1,-1,5345,124503,256536,5976039,124513,5976516
1858,Z77_J_World_YellowDevil,1,-1,400,-1,-1,-1,-1,-1,8807,119154,422744,5719279,119154,5719280
1859,Z78_J_World_Ridley,1,-1,400,-1,-1,-1,-1,-1,1096,68486,52612,3287311,68494,3287704
1860,Z79_J_World_Face,1,-1,400,-1,-1,-1,-1,-1,22075,139333,1059576,6687855,139333,6687856
1861,B19_SPR_JungleLevel_Ethnic,0,119520,400,-1,-1,-1,-1,-1,22852,131035,1096872,6289555,131045,6290032
1862,V04_LBL_LibbleLabble_Medley,1,15731,400,-1,-1,-1,-1,-1,7466,147736,358344,7091167,147746,7091644
1863,V05_MCR_MetroCross_Medley,1,11024,400,-1,-1,-1,-1,-1,2868,133229,137648,6394835,133238,6395312
1864,A63_3DW_Field01,2,12265,400,-1,-1,-1,-1,-1,3754,57327,180208,2751615,57336,2752092
1865,A64_3DW_Finkoopa02,1,12086,400,3037,-1,-1,-1,-1,9356,134045,449092,6434007,134055,6434484
1866,A65_3DW_Milkyway,1,12284,400,-1,-1,-1,-1,-1,12621,119991,605780,5759431,120001,5759908
1867,R68_101_RollOutWonderful100,1,24363,400,-1,-1,-1,-1,-1,23248,163751,1115884,7859907,163751,7859908
1868,R69_101_JerginghaPlanetDestructionForm,0,190907,400,-1,-1,-1,-1,-1,22718,191663,1090432,9199651,191663,9199652
1869,E02_ILD_Athletic,1,11653,400,-1,-1,-1,-1,-1,4688,128554,225036,6170471,128564,6170948
1870,V06_NMC_80sMedley1,1,12762,400,-1,-1,-1,-1,-1,1979,127379,95004,6114079,127389,6114556
1871,V07_NMC_80sMedley2,1,16723,400,-1,-1,-1,-1,-1,3728,134516,178920,6456631,134526,6457108
1872,M21a_GAW_Gamer_Normal,1,-1,400,-1,-1,-1,-1,-1,0,5000,0,239999,5000,240000
1873,M21b_GAW_Gamer_Mom,1,22161,400,-1,-1,-1,-1,-1,4288,32355,205800,1553019,32365,1553496
1874,E09_NILD_MainTheme,0,82374,400,-1,-1,-1,-1,-1,19358,98717,929180,4738327,98727,4738804
1875,E10_NILD_Gypsy,1,11119,400,-1,-1,-1,-1,-1,8895,100006,426944,4800207,100016,4800684
1876,V08_SKD_SkyKid_Medley,1,11936,400,-1,-1,-1,-1,-1,3169,120343,152124,5776343,120353,5776820
1877,V09_BRV_BravoMan_Medley,1,9444,400,-1,-1,-1,-1,-1,8576,115026,411628,5521123,115036,5521600
1878,V10_YKD_YoukaiDouchuki_Medley,1,15590,400,184,-1,-1,-1,-1,5357,110765,257152,5316611,110775,5317088
1879,E11_WOL_YoshiWoolWorld,1,70060,400,-1,-1,-1,-1,-1,19432,80416,932708,3859911,80426,3860388
1881,CRS25a_StaffRoll_Loop,0,131000,60,-1,-1,-1,-1,-1,0,132467,0,6358295,132467,6358296
1882,F27_AIR_MoriStage,1,46649,400,-1,-1,-1,-1,-1,8003,47080,384132,2259795,47090,2260272
1883,F28_KBY64_PopStar,1,5699,400,-1,-1,-1,-1,-1,1593,86326,76468,4143551,86336,4144028
1884,F29_TDX_TamashiiNoTatakai,1,16608,400,-1,-1,-1,-1,-1,15495,98387,743736,4722479,98397,4722956
1886,T09_SDX_PupupuLand,2,6216,400,-1,-1,-1,-1,-1,3927,68181,188496,3272611,68191,3273088
1887,W06_SDX_YumeNoIzumi,1,23549,400,-1,-1,-1,-1,-1,12693,162626,609252,7805867,162636,7806344
1888,Z80_F_Mewtwo,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7733,371180
1889,Z81_F_Ryu,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,6465,310299
1890,Z82_F_Lucas,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8024,385151
1891,Z83_F_Roy,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8189,393054
1899,F30_YIM_IceCreamIsland,1,14121,400,-1,-1,-1,-1,-1,8001,116803,384020,5606411,116813,5606888
1900,R70_RTG_BlueBirds,1,57990,400,-1,-1,-1,-1,-1,6237,63494,299348,3047659,63504,3048136
1901,R71_MRT_SaruDokei,1,8333,400,-1,-1,-1,-1,-1,6001,101993,288064,4895575,102003,4896052
1906,SF01a_SF2_Ryu,2,14119,400,-1,-1,-1,-1,-1,13850,60563,664804,2906987,60573,2907464
1907,SF01b_SF2_Ryu_Pinch,0,-1,0,-1,-1,-1,-1,-1,1532,26138,73556,1254595,26148,1255072
1908,SF02a_SF2_Ryu_2,2,14887,400,-1,-1,-1,-1,-1,14373,62854,689892,3016915,62864,3017392
1909,SF02b_SF2_Ryu_2_Pinch,0,-1,0,-1,-1,-1,-1,-1,1619,27250,77700,1307991,27260,1308468
1910,SF03a_SF2_Ken,2,13685,400,-1,-1,-1,-1,-1,13139,69557,630672,3338663,69567,3339140
1911,SF03b_SF2_Ken_Pinch,0,-1,0,-1,-1,-1,-1,-1,2195,37085,105364,1780071,37095,1780548
1912,SF04a_SF2_Ken_2,2,14673,400,-1,-1,-1,-1,-1,13278,72429,637336,3476535,72439,3477012
1913,SF04b_SF2_Ken_2_Pinch,0,-1,0,-1,-1,-1,-1,-1,2445,41394,117376,1986879,41404,1987356
1914,SF05_SF2_RyuStage,1,14206,400,-1,-1,-1,-1,-1,13492,158848,647612,7624539,158858,7625016
1915,SF06_SF2_KenStage,1,14041,400,-1,-1,-1,-1,-1,10301,122666,494424,5887839,122666,5887840
1916,A66_SMB3_Chijyou,3,9312,400,-1,-1,-1,-1,-1,3466,29025,166376,1393139,29035,1393616
1917,A67_SM64_Slider,0,77974,400,-1,-1,-1,-1,-1,13659,84646,655620,4062939,84656,4063416
1918,A68_MUSA_Chijyou,2,5170,400,-1,-1,-1,-1,-1,4619,43127,221704,2070039,43137,2070516
1919,A69_SM64_MainTheme,1,5772,400,-1,-1,-1,-1,-1,5654,105829,271376,5079703,105839,5080180
1920,C33_ZLD_Chijiyou,1,38066,400,-1,-1,-1,-1,-1,6795,38743,326172,1859619,38753,1860096
1921,C34_TRI_OmoteNoChijiyou,1,42493,400,-1,-1,-1,-1,-1,7469,42578,358512,2043719,42588,2044196
1922,C35_TNO_HyruleMainTheme,1,32220,400,-1,-1,-1,-1,-1,26083,154103,1251964,7396787,154113,7397264
1925,T10_SMB_PeachJyouJoku,1,4595,400,-1,-1,-1,-1,-1,4526,85304,217224,4094523,85314,4095000
1926,T11_ZLD_HyruleJiyou,1,42520,400,-1,-1,-1,-1,-1,10125,45242,485968,2171567,45252,2172044
1931,C14_MNK_TerminaHeigen,1,29848,400,23226,-1,-1,-1,-1,18490,84689,887516,4065011,84692,4065124
1932,C36_ZLD_Medley,1,8198,400,-1,-1,-1,-1,-1,1849,120073,88760,5763407,120074,5763408
1936,A70_SMM_Title,0,115702,400,-1,-1,-1,-1,-1,9427,116096,452508,5572503,116106,5572980
1938,A71_SMB_Chijyou,1,5319,400,-1,-1,-1,-1,-1,3749,90011,179956,4320455,90021,4320932
1939,A72_WLD_Chijyou,1,52588,400,-1,-1,-1,-1,-1,44904,84403,2155328,4051263,84413,4051740
1944,Z84_J_Orekyoku_SMM_Chijyou_Link,1,-1,400,-1,-1,-1,-1,-1,2402,75169,115276,3608051,75179,3608528
1945,BY01_BY_OneOfAKind,0,263000,60,-1,-1,-1,-1,-1,0,264376,0,12689795,264376,12689796
1946,BY02_BY_RidersOfTheLight,2,10129,400,-1,-1,-1,-1,-1,5049,68831,242368,3303831,68841,3304308
1947,BY03_BY_MysteriousDestiny,2,8011,400,-1,-1,-1,-1,-1,6545,81975,314160,3934727,81985,3935204
1948,BY04_BY_LetsHitTheClimax,3,18644,400,-1,-1,-1,-1,-1,18202,52490,873656,2519467,52500,2519944
1949,BY05_BY_RedandBlack,1,13202,400,-1,-1,-1,-1,-1,9317,154986,447188,7439151,154995,7439628
1950,BY06_BY_AfterBurnerClimaxMix,1,4989,400,-1,-1,-1,-1,-1,684,305170,32816,14647835,305180,14648312
1951,BY07_BY_TomoYo,1,6333,400,-1,-1,-1,-1,-1,3396,105805,163016,5078555,105816,5079060
1952,BY08_BY_LetsDanceBoys,0,213500,60,-1,-1,-1,-1,-1,0,214800,0,10310187,214810,10310664
1953,BY09_BY2_TheLegendofAesir,0,212500,60,21392,-1,-1,-1,-1,0,213608,0,10252955,213618,10253432
1954,BY10_BY2_TomorrowIsMine,2,10624,400,-1,-1,-1,-1,-1,10111,91239,485296,4379367,91249,4379844
1955,BY11_BY2_TimeForTheClimax,2,12981,400,-1,-1,-1,-1,-1,11940,80515,573104,3864643,80525,3865120
1956,FF01_FF7_TatakauMonotachi,1,17567,400,-1,-1,-1,-1,-1,10770,80782,516936,3877439,80792,3877916
1957,FF02_FF7_SaraniTatakauMonotachi,1,10483,400,-1,-1,-1,-1,-1,5726,102828,274848,4935643,102838,4936120
1958,Z85_F_Cloud,1,-1,400,-1,-1,-1,-1,-1,7904,26316,379372,1263135,26326,1263612
1961,Z86_F_Bayonetta,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7000,336000
1969,Z87_F_Kamui,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8189,393054
1971,A45a_NEWU_Chijyou_SMMLink,2,19516,400,-1,-1,-1,-1,-1,4364,45819,209468,2199259,45829,2199736
1972,A66a_SMB3_Chijyou_SMMLink,3,9312,400,-1,-1,-1,-1,-1,3466,29025,166376,1393139,29035,1393616
1973,A71a_SMB_Chijyou_SMMLink,1,5319,400,-1,-1,-1,-1,-1,3749,90011,179956,4320455,90021,4320932
1974,A72a_WLD_Chijyou_SMMLink,1,52588,400,-1,-1,-1,-1,-1,44904,84403,2155328,4051263,84413,4051740
1975,Z85a_F_Cloud_Tournament_Champion,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7184,344835
1976,J24_IF_HitoriOmou,1,25378,400,-1,-1,-1,-1,-1,14584,148915,700000,7147755,148925,7148232
1977,J25_IF_HitoriOmou,0,158000,60,-1,-1,-1,-1,-1,0,159367,0,7649459,159367,7649460
1982,J26_IF_LostinThoughtsAllAlone,0,158000,60,-1,-1,-1,-1,-1,0,159367,0,7649459,159367,7649460
189,1PM,1,-1,400,-1,-1,-1,-1,-1,7446,47446,243712,1552832,47446,1552834
288,3DSMUSICPARK,1,-1,400,-1,-1,-1,-1,-1,4032,48924,129024,1565569,48924,1565571
289,3DSNEO,1,-1,400,-1,-1,-1,-1,-1,3584,52597,114688,1683130,52597,1683132
290,64MasterHand,1,-1,400,-1,-1,-1,-1,-1,41935,101017,1849344,4454850,101017,4454852
291,ACGCN_2AM,1,-1,400,-1,-1,-1,-1,-1,4226,90062,186368,3971743,90062,3971744
292,ACGCN_KKSoulNintendoSoundSelectionRemix,1,-1,400,-1,-1,-1,-1,-1,22430,142436,989184,6281449,142436,6281450
293,ACGCN_WorkingForTomNook,1,-1,400,-1,-1,-1,-1,-1,14784,58422,473088,1869532,58422,1869533
294,AdventureEnd,1,-1,400,-1,-1,-1,-1,-1,16128,137426,387072,3298231,137426,3298232
295,Aeropolis,1,-1,400,-1,-1,-1,-1,-1,1625,155230,71680,6845645,155230,6845647
296,AiNoUta,1,-1,400,-1,-1,-1,-1,-1,2240,183684,71680,5877889,183684,5877892
297,AirshipArmada,1,-1,400,-1,-1,-1,-1,-1,6272,70286,200704,2249181,70286,2249183
298,AirshipBlackjack,1,-1,400,-1,-1,-1,-1,-1,6869,86843,329728,4168494,86843,4168496
299,AirshipStage,1,-1,400,-1,-1,-1,-1,-1,0,61248,0,2701053,61248,2701055
300,Alight,1,-1,400,-1,-1,-1,-1,-1,3003,160276,86016,4589833,160276,4589836
301,Amaterasu,1,-1,400,-1,-1,-1,-1,-1,7168,81533,344064,3913626,81533,3913628
302,AMighty,1,-1,400,-1,-1,-1,-1,-1,23296,57581,745472,1842623,57582,1842624
303,AmiiboMarth,1,-1,400,-1,-1,-1,-1,-1,3504,55678,100352,1594453,55678,1594455
304,AncientWorld4,1,-1,400,-1,-1,-1,-1,-1,0,71015,0,1565902,71016,1565905
305,AnimalMK8,1,-1,400,-1,-1,-1,-1,-1,5201,272802,229376,12030574,272802,12030576
306,AquaStar,1,-1,400,-1,-1,-1,-1,-1,3900,55089,172032,2429434,55089,2429437
307,AquaticMine,1,-1,400,-1,-1,-1,-1,-1,25088,131767,802816,4216567,131767,4216569
308,Archadian,1,-1,400,-1,-1,-1,-1,-1,5526,229614,243712,10125991,229614,10125994
309,ArmedBoss,1,-1,400,-1,-1,-1,-1,-1,3584,54704,172032,2625798,54704,2625801
310,AR_KillEmAll,1,-1,400,-1,-1,-1,-1,-1,22101,175701,1060864,8433663,175701,8433665
311,AR_VenomInstrumental,1,-1,400,-1,-1,-1,-1,-1,24192,173525,1161216,8329216,173525,8329217
312,ASGORE,1,-1,400,-1,-1,-1,-1,-1,0,154675,0,6821205,154675,6821208
313,Balamb,1,-1,400,-1,-1,-1,-1,-1,12353,111169,544768,4902571,111169,4902573
314,BalloonBattleDD,1,-1,400,-1,-1,-1,-1,-1,1792,49789,57344,1593265,49789,1593267
315,BaseContra,1,-1,400,-1,-1,-1,-1,-1,6826,51553,301056,2273510,51553,2273512
316,BattleDeath,1,-1,400,-1,-1,-1,-1,-1,3882,71736,186368,3443373,71737,3443376
318,BattlefieldSBB,1,-1,400,-1,-1,-1,-1,-1,2240,44897,71680,1436727,44897,1436729
319,BattleMachine,1,-1,400,-1,-1,-1,-1,-1,0,47677,0,1525672,47677,1525674
320,BattleMode1,1,-1,400,-1,-1,-1,-1,-1,11200,88000,358400,2816030,88000,2816031
321,beatAngel,1,-1,400,-1,-1,-1,-1,-1,5973,75014,286720,3600687,75014,3600688
322,BigBoss35,1,-1,400,-1,-1,-1,-1,-1,30165,70843,1447936,3400475,70843,3400478
323,BiolizardSonic,1,-1,400,-1,-1,-1,-1,-1,17472,175206,559104,5606614,175206,5606616
324,BirthGod,1,-1,400,-1,-1,-1,-1,-1,32833,132969,1447936,5863966,132969,5863968
325,BlackKnight,1,-1,400,-1,-1,-1,-1,-1,2688,49589,86016,1586871,49589,1586872
326,BombMission,1,-1,400,-1,-1,-1,-1,-1,22430,149981,989184,6614205,149982,6614208
327,BonusSSB,1,-1,400,-1,-1,-1,-1,-1,5374,37994,172032,1216047,37994,1216049
328,BoosBash,1,-1,400,-1,-1,-1,-1,-1,7151,59284,315392,2614443,59284,2614444
329,Bopopolis,1,-1,400,-1,-1,-1,-1,-1,46592,143514,1490944,4592473,143514,4592475
330,Boss3SFA,1,-1,400,-1,-1,-1,-1,-1,14336,62327,458752,1994484,62327,1994487
331,BossB,1,-1,400,-1,-1,-1,-1,-1,28606,61707,1261568,2721286,61707,2721288
332,BossDreamLand,1,-1,400,-1,-1,-1,-1,-1,5824,54143,186368,1732589,54143,1732591
333,BossFFIV,1,-1,400,-1,-1,-1,-1,-1,3584,64783,114688,2073083,64783,2073085
334,BossFFIX,1,-1,400,-1,-1,-1,-1,-1,3250,116190,143360,5124009,116190,5124011
335,BossFFXII,1,-1,400,-1,-1,-1,-1,-1,6501,102510,286720,4520722,102510,4520724
336,BossKirby64,1,-1,400,-1,-1,-1,-1,-1,4876,69189,215040,3051269,69189,3051271
337,BossMKW,1,-1,400,-1,-1,-1,-1,-1,8960,67798,286720,2169554,67798,2169557
338,BossSMS,1,-1,400,-1,-1,-1,-1,-1,9408,104230,301056,3335373,104230,3335374
339,BossSMW,1,-1,400,-1,-1,-1,-1,-1,4480,50809,215040,2438845,50809,2438848
340,BossTriHeroes,1,-1,400,-1,-1,-1,-1,-1,20149,81482,659456,2666768,81482,2666770
341,BowserRoad,1,-1,400,-1,-1,-1,-1,-1,17322,133893,831488,6426906,133893,6426908
342,BowserSMW2,1,-1,400,-1,-1,-1,-1,-1,27776,92006,1333248,4416306,92006,4416308
343,Bresha,1,-1,400,-1,-1,-1,-1,-1,38684,251257,1705984,11080446,251257,11080448
344,CalamariInk,1,-1,400,-1,-1,-1,-1,-1,19179,72145,845824,3181603,72145,3181605
345,CammySF2,1,-1,400,-1,-1,-1,-1,-1,298,55603,14336,2668960,55603,2668963
346,CandyCons,1,-1,400,-1,-1,-1,-1,-1,5851,67669,258048,2984221,67669,2984223
347,CastleCrashers_DarkSkies,1,-1,400,-1,-1,-1,-1,-1,448,96401,14336,3084851,96401,3084853
348,CastleSMW,1,-1,400,-1,-1,-1,-1,-1,70186,115557,3368960,5546758,115557,5546759
349,CaveStage,1,-1,400,-1,-1,-1,-1,-1,4226,45471,186368,2005300,45471,2005302
350,CC_Show,1,-1,400,-1,-1,-1,-1,-1,0,77139,0,3401854,77139,3401856
351,CC_SimpleSight,1,-1,400,-1,-1,-1,-1,-1,44210,181336,1949696,7996934,181336,7996936
352,CC_Techock,1,-1,400,-1,-1,-1,-1,-1,448,118913,14336,3805222,118913,3805224
353,Cheetah,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,0,0
354,CherryPass,1,-1,400,-1,-1,-1,-1,-1,2275,61214,100352,2699581,61215,2699584
355,ChocoboArrange,1,-1,400,-1,-1,-1,-1,-1,16904,88971,745472,3923641,88971,3923644
356,CipherAdmin,1,-1,400,-1,-1,-1,-1,-1,49280,85544,1576960,2737436,85544,2737439
357,CipherPeon,1,-1,400,-1,-1,-1,-1,-1,10304,82633,329728,2644285,82633,2644287
358,Clash,1,-1,400,-1,-1,-1,-1,-1,2240,38317,71680,1226175,38318,1226176
359,ClashBridgeFFV,1,-1,400,-1,-1,-1,-1,-1,33749,85065,1619968,4083148,85065,4083150
360,ClashBridgeFFXII,1,-1,400,-1,-1,-1,-1,-1,19179,87367,845824,3852897,87367,3852900
361,ClockTower,1,-1,400,-1,-1,-1,-1,-1,9427,75433,415744,3326619,75433,3326621
362,CMOC_MiiParade,1,-1,400,-1,-1,-1,-1,-1,1625,81622,71680,3599539,81622,3599540
363,CoconutMall,1,-1,400,-1,-1,-1,-1,-1,15232,73413,487424,2349241,73413,2349244
364,Colress,1,-1,400,-1,-1,-1,-1,-1,13978,117957,616448,5201918,117957,5201920
365,Confrontation,1,-1,400,-1,-1,-1,-1,-1,14336,103477,458752,3311279,103477,3311280
366,CorneriaSFA,1,-1,400,-1,-1,-1,-1,-1,2240,133509,71680,4272290,133509,4272292
367,CRS033_AceAttorney,1,-1,400,-1,-1,-1,-1,-1,8322,46722,272384,1529136,46722,1529139
368,CRS99_TakeRide,1,-1,400,-1,-1,-1,-1,-1,1300,9302,57344,410227,9302,410228
369,CR_Heaven,1,-1,400,-1,-1,-1,-1,-1,54954,236671,2637824,11360209,236671,11360211
370,CR_LostWorld,1,-1,400,-1,-1,-1,-1,-1,140970,217782,6766592,10453573,217782,10453575
371,CS44_BattleResults,1,-1,400,-1,-1,-1,-1,-1,1950,66676,86016,2940414,66676,2940416
372,Cus181_GigaBowser,1,-1,400,-1,-1,-1,-1,-1,1792,86876,57344,2780041,86876,2780043
373,CUS279_aquatic_ambiance,1,-1,400,-1,-1,-1,-1,-1,0,144587,0,6376287,144587,6376288
